event_id,timestamp_utc,host,user,process_name,ioc_type,ioc_value,detection_rule,source_ip,destination_ip
evt-email_addresses-000151,2026-06-05T09:56:02+00:00,ENG-LAB-057,user080,outlook.exe,Email Address,alerts@university.example,IOC-EMAIL-257,10.1.65.169,198.51.100.9
evt-email_addresses-000152,2026-06-05T12:03:33+00:00,ENG-LAB-028,user094,outlook.exe,Email Address,soc+case63@example.example,IOC-EMAIL-768,10.0.216.9,198.51.100.248
evt-email_addresses-000153,2026-06-05T14:09:12+00:00,ENG-LAB-034,user053,python.exe,Email Address,research+demo85@example.invalid,IOC-EMAIL-117,10.0.240.57,198.51.100.144
evt-email_addresses-000154,2026-06-05T14:12:36+00:00,ENG-LAB-016,user097,reg.exe,Email Address,it-support@example.example,IOC-EMAIL-513,10.0.57.20,198.51.100.19
evt-email_addresses-000155,2026-06-05T16:29:36+00:00,ENG-LAB-012,user094,chrome.exe,Email Address,helpdesk+468@example.example,IOC-EMAIL-134,10.0.59.225,198.51.100.226
evt-email_addresses-000156,2026-06-05T17:20:09+00:00,ENG-LAB-053,user054,reg.exe,Email Address,security+857@example.invalid,IOC-EMAIL-321,10.3.73.68,203.0.113.68
evt-email_addresses-000157,2026-06-05T17:42:23+00:00,ENG-LAB-024,user100,python.exe,Email Address,research+743@example.invalid,IOC-EMAIL-249,10.1.78.96,203.0.113.230
evt-email_addresses-000158,2026-06-05T17:45:53+00:00,ENG-LAB-060,user035,outlook.exe,Email Address,it-support@example.invalid,IOC-EMAIL-996,10.2.19.28,203.0.113.205
evt-email_addresses-000159,2026-06-05T18:25:20+00:00,ENG-LAB-013,user010,reg.exe,Email Address,training+364@example.invalid,IOC-EMAIL-812,10.2.20.231,198.51.100.36
evt-email_addresses-000160,2026-06-05T19:52:45+00:00,ENG-LAB-030,user027,reg.exe,Email Address,admin@example.invalid,IOC-EMAIL-451,10.1.140.113,198.51.100.154
evt-email_addresses-000161,2026-06-05T20:14:02+00:00,ENG-LAB-044,user045,reg.exe,Email Address,research@example.invalid,IOC-EMAIL-204,10.2.65.50,198.51.100.201
evt-email_addresses-000162,2026-06-05T21:19:22+00:00,ENG-LAB-050,user019,outlook.exe,Email Address,admin+364@university.example,IOC-EMAIL-994,10.2.142.222,198.51.100.121
evt-email_addresses-000163,2026-06-05T22:12:50+00:00,ENG-LAB-027,user086,powershell.exe,Email Address,alerts+272@example.example,IOC-EMAIL-770,10.2.223.156,198.51.100.103
evt-email_addresses-000164,2026-06-05T22:14:02+00:00,ENG-LAB-005,user033,python.exe,Email Address,security@example.example,IOC-EMAIL-206,10.1.135.34,203.0.113.6
evt-email_addresses-000165,2026-06-05T22:20:44+00:00,ENG-LAB-010,user019,powershell.exe,Email Address,research+512@example.invalid,IOC-EMAIL-117,10.1.75.7,203.0.113.55
evt-email_addresses-000166,2026-06-05T22:31:44+00:00,ENG-LAB-023,user066,teams.exe,Email Address,billing@university.example,IOC-EMAIL-681,10.1.3.19,203.0.113.108
evt-email_addresses-000167,2026-06-06T00:28:30+00:00,ENG-LAB-013,user005,teams.exe,Email Address,security@university.example,IOC-EMAIL-378,10.1.130.12,203.0.113.219
evt-email_addresses-000168,2026-06-06T03:39:36+00:00,ENG-LAB-057,user035,reg.exe,Email Address,noreply+demo41@example.invalid,IOC-EMAIL-117,10.0.98.103,198.51.100.135
evt-email_addresses-000169,2026-06-06T03:48:36+00:00,ENG-LAB-045,user016,winword.exe,Email Address,noreply+416@example.example,IOC-EMAIL-641,10.2.47.210,198.51.100.102
evt-email_addresses-000170,2026-06-06T04:25:41+00:00,ENG-LAB-012,user047,powershell.exe,Email Address,admin+case42@example.invalid,IOC-EMAIL-487,10.2.33.55,198.51.100.154
evt-email_addresses-000171,2026-06-06T04:36:23+00:00,ENG-LAB-057,user014,msedge.exe,Email Address,training+case14@example.invalid,IOC-EMAIL-455,10.3.25.143,203.0.113.16
evt-email_addresses-000172,2026-06-06T04:43:34+00:00,ENG-LAB-051,user047,chrome.exe,Email Address,admin@example.invalid,IOC-EMAIL-265,10.0.197.231,198.51.100.59
evt-email_addresses-000173,2026-06-06T05:33:37+00:00,ENG-LAB-021,user028,chrome.exe,Email Address,admin+204@university.example,IOC-EMAIL-521,10.0.169.160,198.51.100.155
evt-email_addresses-000174,2026-06-06T06:00:28+00:00,ENG-LAB-053,user085,python.exe,Email Address,admin+109@university.example,IOC-EMAIL-678,10.0.161.103,198.51.100.39
evt-email_addresses-000175,2026-06-06T06:34:34+00:00,ENG-LAB-015,user041,chrome.exe,Email Address,soc@university.example,IOC-EMAIL-950,10.0.194.72,198.51.100.243
evt-email_addresses-000176,2026-06-06T06:42:35+00:00,ENG-LAB-059,user066,outlook.exe,Email Address,soc+294@lab.invalid,IOC-EMAIL-931,10.2.135.207,198.51.100.104
evt-email_addresses-000177,2026-06-06T07:31:19+00:00,ENG-LAB-015,user044,teams.exe,Email Address,research@example.invalid,IOC-EMAIL-612,10.1.170.201,198.51.100.159
evt-email_addresses-000178,2026-06-06T08:48:14+00:00,ENG-LAB-016,user034,winword.exe,Email Address,it-support+237@example.invalid,IOC-EMAIL-928,10.2.126.216,203.0.113.124
evt-email_addresses-000179,2026-06-06T10:55:31+00:00,ENG-LAB-010,user013,python.exe,Email Address,soc+825@lab.invalid,IOC-EMAIL-154,10.0.235.138,203.0.113.104
evt-email_addresses-000180,2026-06-06T11:01:27+00:00,ENG-LAB-024,user073,rundll32.exe,Email Address,admin+ticket61@example.invalid,IOC-EMAIL-502,10.3.67.172,198.51.100.223
evt-email_addresses-000181,2026-06-06T11:10:53+00:00,ENG-LAB-036,user083,msedge.exe,Email Address,noreply+ticket22@example.invalid,IOC-EMAIL-736,10.2.107.175,198.51.100.112
evt-email_addresses-000182,2026-06-06T11:58:58+00:00,ENG-LAB-036,user001,python.exe,Email Address,soc@example.invalid,IOC-EMAIL-676,10.0.81.179,198.51.100.126
evt-email_addresses-000183,2026-06-06T13:03:58+00:00,ENG-LAB-024,user088,teams.exe,Email Address,it-support+ticket88@lab.invalid,IOC-EMAIL-250,10.2.52.24,203.0.113.186
evt-email_addresses-000184,2026-06-06T13:17:54+00:00,ENG-LAB-015,user023,python.exe,Email Address,billing+ticket60@example.invalid,IOC-EMAIL-993,10.1.170.201,198.51.100.59
evt-email_addresses-000185,2026-06-06T13:57:37+00:00,ENG-LAB-021,user040,rundll32.exe,Email Address,it-support+550@example.invalid,IOC-EMAIL-371,10.0.235.138,198.51.100.110
evt-email_addresses-000186,2026-06-06T15:47:00+00:00,ENG-LAB-012,user071,outlook.exe,Email Address,alerts+demo12@example.invalid,IOC-EMAIL-562,10.2.35.226,198.51.100.168
evt-email_addresses-000187,2026-06-06T16:24:14+00:00,ENG-LAB-036,user059,powershell.exe,Email Address,it-support@university.example,IOC-EMAIL-121,10.0.95.18,198.51.100.185
evt-email_addresses-000188,2026-06-06T17:31:44+00:00,ENG-LAB-023,user023,teams.exe,Email Address,helpdesk@example.example,IOC-EMAIL-852,10.0.201.152,203.0.113.57
evt-email_addresses-000189,2026-06-06T18:19:52+00:00,ENG-LAB-023,user044,powershell.exe,Email Address,billing+case62@example.invalid,IOC-EMAIL-279,10.3.84.216,198.51.100.82
evt-email_addresses-000190,2026-06-06T18:52:34+00:00,ENG-LAB-016,user075,reg.exe,Email Address,helpdesk+279@example.example,IOC-EMAIL-124,10.1.18.214,198.51.100.213
evt-email_addresses-000191,2026-06-06T19:06:58+00:00,ENG-LAB-033,user093,powershell.exe,Email Address,billing+921@university.example,IOC-EMAIL-597,10.0.117.18,198.51.100.68
evt-email_addresses-000192,2026-06-06T19:12:16+00:00,ENG-LAB-005,user091,reg.exe,Email Address,noreply+487@example.invalid,IOC-EMAIL-135,10.1.166.216,198.51.100.66
evt-email_addresses-000193,2026-06-06T19:43:32+00:00,ENG-LAB-049,user011,python.exe,Email Address,helpdesk@example.invalid,IOC-EMAIL-908,10.0.126.149,198.51.100.145
evt-email_addresses-000194,2026-06-06T20:33:49+00:00,ENG-LAB-001,user041,winword.exe,Email Address,alerts+demo63@example.invalid,IOC-EMAIL-521,10.0.170.198,203.0.113.30
evt-email_addresses-000195,2026-06-06T20:47:51+00:00,ENG-LAB-018,user081,teams.exe,Email Address,helpdesk+540@university.example,IOC-EMAIL-144,10.1.85.105,203.0.113.147
evt-email_addresses-000196,2026-06-06T21:50:00+00:00,ENG-LAB-023,user004,python.exe,Email Address,security@example.invalid,IOC-EMAIL-890,10.0.56.40,203.0.113.243
evt-email_addresses-000197,2026-06-06T22:21:37+00:00,ENG-LAB-057,user083,reg.exe,Email Address,billing@example.invalid,IOC-EMAIL-299,10.3.214.138,198.51.100.123
evt-email_addresses-000198,2026-06-07T00:55:15+00:00,ENG-LAB-055,user001,msedge.exe,Email Address,research+case41@university.example,IOC-EMAIL-290,10.0.58.175,203.0.113.14
evt-email_addresses-000199,2026-06-07T03:05:36+00:00,ENG-LAB-050,user050,winword.exe,Email Address,helpdesk@lab.invalid,IOC-EMAIL-347,10.0.12.190,198.51.100.185
evt-email_addresses-000200,2026-06-07T03:36:09+00:00,ENG-LAB-042,user006,winword.exe,Email Address,billing+case27@example.example,IOC-EMAIL-462,10.2.142.222,198.51.100.54
evt-email_addresses-000201,2026-06-07T03:50:34+00:00,ENG-LAB-042,user070,winword.exe,Email Address,it-support@university.example,IOC-EMAIL-454,10.2.223.156,203.0.113.165
evt-email_addresses-000202,2026-06-07T04:31:51+00:00,ENG-LAB-049,user013,rundll32.exe,Email Address,billing@university.example,IOC-EMAIL-649,10.1.252.24,203.0.113.4
evt-email_addresses-000203,2026-06-07T05:20:42+00:00,ENG-LAB-031,user050,chrome.exe,Email Address,admin+demo19@example.example,IOC-EMAIL-361,10.0.197.231,203.0.113.105
evt-email_addresses-000204,2026-06-07T07:40:26+00:00,ENG-LAB-027,user004,rundll32.exe,Email Address,alerts@example.invalid,IOC-EMAIL-484,10.0.169.160,198.51.100.57
evt-email_addresses-000205,2026-06-07T07:42:21+00:00,ENG-LAB-032,user086,python.exe,Email Address,helpdesk+201@university.example,IOC-EMAIL-430,10.3.30.43,198.51.100.131
evt-email_addresses-000206,2026-06-07T08:11:58+00:00,ENG-LAB-004,user083,chrome.exe,Email Address,billing+540@example.invalid,IOC-EMAIL-934,10.0.197.98,198.51.100.163
evt-email_addresses-000207,2026-06-07T08:21:05+00:00,ENG-LAB-052,user093,powershell.exe,Email Address,it-support@example.invalid,IOC-EMAIL-983,10.3.142.208,203.0.113.61
evt-email_addresses-000208,2026-06-07T09:00:16+00:00,ENG-LAB-003,user040,svchost.exe,Email Address,soc+demo71@example.invalid,IOC-EMAIL-650,10.3.35.251,203.0.113.54
evt-email_addresses-000209,2026-06-07T09:13:51+00:00,ENG-LAB-030,user058,teams.exe,Email Address,training+932@university.example,IOC-EMAIL-820,10.3.109.139,203.0.113.37
evt-email_addresses-000210,2026-06-07T10:16:44+00:00,ENG-LAB-028,user091,teams.exe,Email Address,soc@example.invalid,IOC-EMAIL-987,10.1.40.22,198.51.100.116
evt-email_addresses-000211,2026-06-07T11:13:04+00:00,ENG-LAB-005,user070,outlook.exe,Email Address,security+229@lab.invalid,IOC-EMAIL-196,10.3.108.238,198.51.100.254
evt-email_addresses-000212,2026-06-07T11:52:15+00:00,ENG-LAB-029,user064,reg.exe,Email Address,it-support@example.example,IOC-EMAIL-197,10.0.240.57,203.0.113.100
evt-email_addresses-000213,2026-06-07T12:42:49+00:00,ENG-LAB-049,user033,outlook.exe,Email Address,billing+case83@example.invalid,IOC-EMAIL-551,10.2.107.184,203.0.113.201
evt-email_addresses-000214,2026-06-07T12:59:36+00:00,ENG-LAB-037,user023,teams.exe,Email Address,it-support@example.invalid,IOC-EMAIL-906,10.0.216.9,198.51.100.57
evt-email_addresses-000215,2026-06-07T13:07:07+00:00,ENG-LAB-059,user096,winword.exe,Email Address,alerts@university.example,IOC-EMAIL-282,10.0.57.20,203.0.113.241
evt-email_addresses-000216,2026-06-07T16:31:54+00:00,ENG-LAB-020,user036,rundll32.exe,Email Address,security+595@example.invalid,IOC-EMAIL-663,10.1.220.202,203.0.113.1
evt-email_addresses-000217,2026-06-07T18:43:57+00:00,ENG-LAB-001,user014,teams.exe,Email Address,training+481@university.example,IOC-EMAIL-643,10.3.30.43,203.0.113.135
evt-email_addresses-000218,2026-06-07T19:02:50+00:00,ENG-LAB-010,user024,outlook.exe,Email Address,it-support@example.invalid,IOC-EMAIL-371,10.2.248.161,198.51.100.77
evt-email_addresses-000219,2026-06-07T19:37:26+00:00,ENG-LAB-054,user034,chrome.exe,Email Address,noreply+ticket51@example.invalid,IOC-EMAIL-227,10.3.174.72,203.0.113.97
evt-email_addresses-000220,2026-06-07T19:46:28+00:00,ENG-LAB-012,user071,reg.exe,Email Address,helpdesk@university.example,IOC-EMAIL-703,10.3.65.252,203.0.113.129
evt-email_addresses-000221,2026-06-07T19:55:06+00:00,ENG-LAB-018,user061,svchost.exe,Email Address,training+ticket41@example.example,IOC-EMAIL-355,10.2.35.226,198.51.100.181
evt-email_addresses-000222,2026-06-07T19:58:02+00:00,ENG-LAB-029,user054,reg.exe,Email Address,it-support+503@university.example,IOC-EMAIL-239,10.1.52.174,203.0.113.229
evt-email_addresses-000223,2026-06-07T20:01:54+00:00,ENG-LAB-046,user052,teams.exe,Email Address,soc+demo77@lab.invalid,IOC-EMAIL-539,10.3.1.253,203.0.113.199
evt-email_addresses-000224,2026-06-07T21:05:41+00:00,ENG-LAB-039,user049,powershell.exe,Email Address,noreply+demo49@example.invalid,IOC-EMAIL-294,10.1.126.191,198.51.100.180
evt-email_addresses-000225,2026-06-07T22:18:04+00:00,ENG-LAB-049,user057,teams.exe,Email Address,it-support+555@lab.invalid,IOC-EMAIL-505,10.1.52.91,203.0.113.12
evt-email_addresses-000226,2026-06-07T22:49:41+00:00,ENG-LAB-012,user019,rundll32.exe,Email Address,admin+ticket38@example.invalid,IOC-EMAIL-324,10.1.75.7,203.0.113.154
evt-email_addresses-000227,2026-06-07T23:51:31+00:00,ENG-LAB-017,user016,powershell.exe,Email Address,admin+case93@example.example,IOC-EMAIL-330,10.1.148.253,198.51.100.83
evt-email_addresses-000228,2026-06-08T00:01:17+00:00,ENG-LAB-050,user035,msedge.exe,Email Address,security@example.invalid,IOC-EMAIL-272,10.3.108.238,203.0.113.138
evt-email_addresses-000229,2026-06-08T01:02:56+00:00,ENG-LAB-006,user054,winword.exe,Email Address,admin+880@lab.invalid,IOC-EMAIL-455,10.0.79.70,198.51.100.100
evt-email_addresses-000230,2026-06-08T01:30:14+00:00,ENG-LAB-014,user051,powershell.exe,Email Address,soc@university.example,IOC-EMAIL-719,10.0.169.160,203.0.113.132
evt-email_addresses-000231,2026-06-08T02:08:41+00:00,ENG-LAB-058,user021,chrome.exe,Email Address,soc+demo93@example.example,IOC-EMAIL-642,10.0.197.231,198.51.100.172
evt-email_addresses-000232,2026-06-08T03:02:10+00:00,ENG-LAB-040,user065,outlook.exe,Email Address,noreply@university.example,IOC-EMAIL-745,10.3.173.205,203.0.113.44
evt-email_addresses-000233,2026-06-08T04:03:38+00:00,ENG-LAB-032,user083,teams.exe,Email Address,billing+465@example.example,IOC-EMAIL-206,10.2.116.58,198.51.100.220
evt-email_addresses-000234,2026-06-08T04:35:00+00:00,ENG-LAB-051,user078,powershell.exe,Email Address,admin+927@lab.invalid,IOC-EMAIL-925,10.0.4.118,198.51.100.195
evt-email_addresses-000235,2026-06-08T05:54:16+00:00,ENG-LAB-037,user010,powershell.exe,Email Address,helpdesk@example.invalid,IOC-EMAIL-477,10.2.181.54,203.0.113.220
evt-email_addresses-000236,2026-06-08T06:22:30+00:00,ENG-LAB-014,user098,rundll32.exe,Email Address,alerts@university.example,IOC-EMAIL-777,10.3.35.251,198.51.100.191
evt-email_addresses-000237,2026-06-08T10:10:48+00:00,ENG-LAB-002,user085,chrome.exe,Email Address,it-support+demo63@example.invalid,IOC-EMAIL-250,10.1.235.90,198.51.100.6
evt-email_addresses-000238,2026-06-08T11:56:43+00:00,ENG-LAB-039,user006,reg.exe,Email Address,training+ticket75@university.example,IOC-EMAIL-869,10.1.40.22,198.51.100.40
evt-email_addresses-000239,2026-06-08T12:04:32+00:00,ENG-LAB-010,user098,teams.exe,Email Address,soc+ticket21@lab.invalid,IOC-EMAIL-253,10.0.47.56,203.0.113.97
evt-email_addresses-000240,2026-06-08T12:41:21+00:00,ENG-LAB-004,user058,rundll32.exe,Email Address,admin+281@university.example,IOC-EMAIL-821,10.3.49.92,203.0.113.202
evt-email_addresses-000241,2026-06-08T13:35:36+00:00,ENG-LAB-055,user009,outlook.exe,Email Address,it-support+case52@university.example,IOC-EMAIL-882,10.2.234.81,198.51.100.238
evt-email_addresses-000242,2026-06-08T15:37:40+00:00,ENG-LAB-008,user081,python.exe,Email Address,research@university.example,IOC-EMAIL-281,10.0.37.138,203.0.113.233
evt-email_addresses-000243,2026-06-08T15:52:00+00:00,ENG-LAB-011,user022,msedge.exe,Email Address,soc+ticket44@example.example,IOC-EMAIL-780,10.1.125.42,203.0.113.208
evt-email_addresses-000244,2026-06-08T16:01:20+00:00,ENG-LAB-048,user098,msedge.exe,Email Address,billing+ticket74@example.example,IOC-EMAIL-659,10.3.69.222,203.0.113.40
evt-email_addresses-000245,2026-06-08T17:34:02+00:00,ENG-LAB-029,user037,chrome.exe,Email Address,soc+case54@example.invalid,IOC-EMAIL-202,10.0.201.152,203.0.113.227
evt-email_addresses-000246,2026-06-08T18:04:14+00:00,ENG-LAB-022,user068,powershell.exe,Email Address,security+941@example.example,IOC-EMAIL-123,10.2.75.111,198.51.100.219
evt-email_addresses-000247,2026-06-08T20:37:47+00:00,ENG-LAB-041,user074,svchost.exe,Email Address,research+312@example.invalid,IOC-EMAIL-390,10.3.253.103,203.0.113.43
evt-email_addresses-000248,2026-06-08T22:20:48+00:00,ENG-LAB-034,user017,python.exe,Email Address,helpdesk+ticket31@university.example,IOC-EMAIL-962,10.2.65.50,203.0.113.27
evt-email_addresses-000249,2026-06-08T23:43:45+00:00,ENG-LAB-010,user067,reg.exe,Email Address,noreply@example.example,IOC-EMAIL-838,10.1.214.57,198.51.100.54
evt-email_addresses-000250,2026-06-09T00:43:16+00:00,ENG-LAB-021,user014,powershell.exe,Email Address,admin@example.example,IOC-EMAIL-362,10.3.127.224,203.0.113.134
evt-email_addresses-000251,2026-06-09T01:30:44+00:00,ENG-LAB-029,user002,rundll32.exe,Email Address,training+571@example.invalid,IOC-EMAIL-341,10.3.214.138,203.0.113.52
evt-email_addresses-000252,2026-06-09T03:00:22+00:00,ENG-LAB-051,user015,msedge.exe,Email Address,billing+188@example.invalid,IOC-EMAIL-397,10.0.117.18,203.0.113.202
evt-email_addresses-000253,2026-06-09T03:17:05+00:00,ENG-LAB-008,user034,teams.exe,Email Address,research+856@example.invalid,IOC-EMAIL-638,10.1.235.90,203.0.113.239
evt-email_addresses-000254,2026-06-09T03:34:08+00:00,ENG-LAB-037,user090,reg.exe,Email Address,alerts+731@example.example,IOC-EMAIL-428,10.1.40.22,203.0.113.26
evt-email_addresses-000255,2026-06-09T05:29:25+00:00,ENG-LAB-024,user004,outlook.exe,Email Address,it-support+753@university.example,IOC-EMAIL-994,10.1.52.174,203.0.113.244
evt-email_addresses-000256,2026-06-09T07:30:07+00:00,ENG-LAB-043,user040,msedge.exe,Email Address,admin+550@lab.invalid,IOC-EMAIL-535,10.0.180.77,203.0.113.137
evt-email_addresses-000257,2026-06-09T10:05:22+00:00,ENG-LAB-034,user024,msedge.exe,Email Address,it-support+case63@example.example,IOC-EMAIL-573,10.0.57.20,198.51.100.202
evt-email_addresses-000258,2026-06-09T10:50:21+00:00,ENG-LAB-036,user071,msedge.exe,Email Address,alerts+474@example.example,IOC-EMAIL-420,10.3.0.134,198.51.100.130
evt-email_addresses-000259,2026-06-09T11:19:16+00:00,ENG-LAB-012,user091,winword.exe,Email Address,noreply+ticket84@example.invalid,IOC-EMAIL-513,10.0.81.179,203.0.113.28
evt-email_addresses-000260,2026-06-09T13:50:15+00:00,ENG-LAB-051,user038,reg.exe,Email Address,security@example.example,IOC-EMAIL-345,10.2.65.50,203.0.113.57
evt-email_addresses-000261,2026-06-09T14:28:32+00:00,ENG-LAB-042,user054,powershell.exe,Email Address,admin@example.invalid,IOC-EMAIL-141,10.0.146.61,198.51.100.9
evt-email_addresses-000262,2026-06-09T15:19:13+00:00,ENG-LAB-005,user073,teams.exe,Email Address,training@university.example,IOC-EMAIL-852,10.3.37.117,203.0.113.196
evt-email_addresses-000263,2026-06-09T15:40:16+00:00,ENG-LAB-015,user026,python.exe,Email Address,admin@example.example,IOC-EMAIL-924,10.0.117.151,198.51.100.201
evt-email_addresses-000264,2026-06-09T15:53:36+00:00,ENG-LAB-003,user096,python.exe,Email Address,it-support+870@example.invalid,IOC-EMAIL-177,10.1.75.168,203.0.113.200
evt-email_addresses-000265,2026-06-09T17:18:45+00:00,ENG-LAB-019,user073,rundll32.exe,Email Address,alerts+demo20@example.invalid,IOC-EMAIL-735,10.1.189.73,203.0.113.232
evt-email_addresses-000266,2026-06-09T17:20:03+00:00,ENG-LAB-011,user073,powershell.exe,Email Address,training+552@example.invalid,IOC-EMAIL-365,10.3.69.222,198.51.100.131
evt-email_addresses-000267,2026-06-09T17:54:04+00:00,ENG-LAB-048,user069,outlook.exe,Email Address,helpdesk@example.invalid,IOC-EMAIL-232,10.0.41.108,203.0.113.249
evt-email_addresses-000268,2026-06-09T17:57:38+00:00,ENG-LAB-043,user098,reg.exe,Email Address,alerts@university.example,IOC-EMAIL-460,10.1.134.42,203.0.113.133
evt-email_addresses-000269,2026-06-09T19:34:18+00:00,ENG-LAB-007,user072,outlook.exe,Email Address,noreply+demo55@example.example,IOC-EMAIL-296,10.2.250.65,198.51.100.248
evt-email_addresses-000270,2026-06-09T19:44:40+00:00,ENG-LAB-026,user037,reg.exe,Email Address,helpdesk@lab.invalid,IOC-EMAIL-893,10.1.249.57,203.0.113.61
evt-email_addresses-000271,2026-06-09T20:46:15+00:00,ENG-LAB-054,user082,rundll32.exe,Email Address,helpdesk+ticket33@example.invalid,IOC-EMAIL-168,10.3.99.184,203.0.113.59
evt-email_addresses-000272,2026-06-09T22:18:42+00:00,ENG-LAB-024,user032,teams.exe,Email Address,research+859@example.invalid,IOC-EMAIL-507,10.3.49.92,198.51.100.78
evt-email_addresses-000273,2026-06-10T00:52:05+00:00,ENG-LAB-059,user007,python.exe,Email Address,alerts+232@lab.invalid,IOC-EMAIL-146,10.1.55.98,203.0.113.96
evt-email_addresses-000274,2026-06-10T00:57:27+00:00,ENG-LAB-041,user085,winword.exe,Email Address,research+420@example.invalid,IOC-EMAIL-998,10.1.154.104,198.51.100.126
evt-email_addresses-000275,2026-06-10T01:07:07+00:00,ENG-LAB-057,user005,chrome.exe,Email Address,helpdesk@example.invalid,IOC-EMAIL-716,10.3.1.245,203.0.113.113
evt-email_addresses-000276,2026-06-10T01:26:04+00:00,ENG-LAB-030,user073,teams.exe,Email Address,soc+496@lab.invalid,IOC-EMAIL-281,10.1.0.154,198.51.100.203
evt-email_addresses-000277,2026-06-10T02:05:43+00:00,ENG-LAB-018,user081,chrome.exe,Email Address,training@example.invalid,IOC-EMAIL-646,10.0.59.225,203.0.113.7
evt-email_addresses-000278,2026-06-10T02:55:52+00:00,ENG-LAB-059,user048,powershell.exe,Email Address,admin+709@example.invalid,IOC-EMAIL-139,10.2.133.53,203.0.113.73
evt-email_addresses-000279,2026-06-10T05:48:10+00:00,ENG-LAB-056,user022,teams.exe,Email Address,admin@example.invalid,IOC-EMAIL-252,10.3.202.227,203.0.113.253
evt-email_addresses-000280,2026-06-10T07:02:06+00:00,ENG-LAB-052,user054,powershell.exe,Email Address,billing+731@university.example,IOC-EMAIL-654,10.1.135.30,203.0.113.16
evt-email_addresses-000281,2026-06-10T08:57:48+00:00,ENG-LAB-057,user055,chrome.exe,Email Address,billing+ticket93@example.example,IOC-EMAIL-137,10.2.224.231,198.51.100.108
evt-email_addresses-000282,2026-06-10T09:00:30+00:00,ENG-LAB-037,user038,chrome.exe,Email Address,admin+245@example.invalid,IOC-EMAIL-939,10.3.69.222,203.0.113.217
evt-email_addresses-000283,2026-06-10T12:14:53+00:00,ENG-LAB-052,user079,powershell.exe,Email Address,security+demo40@example.invalid,IOC-EMAIL-885,10.2.238.114,203.0.113.32
evt-email_addresses-000284,2026-06-10T12:48:34+00:00,ENG-LAB-001,user055,teams.exe,Email Address,it-support+demo53@university.example,IOC-EMAIL-836,10.1.154.104,198.51.100.199
evt-email_addresses-000285,2026-06-10T13:44:41+00:00,ENG-LAB-041,user046,svchost.exe,Email Address,billing@lab.invalid,IOC-EMAIL-330,10.1.126.191,203.0.113.241
evt-email_addresses-000286,2026-06-10T14:04:05+00:00,ENG-LAB-056,user009,winword.exe,Email Address,security+ticket75@example.invalid,IOC-EMAIL-945,10.3.37.117,198.51.100.13
evt-email_addresses-000287,2026-06-10T14:27:54+00:00,ENG-LAB-045,user027,outlook.exe,Email Address,research+774@university.example,IOC-EMAIL-399,10.0.152.216,198.51.100.66
evt-email_addresses-000288,2026-06-10T14:36:26+00:00,ENG-LAB-002,user095,powershell.exe,Email Address,training@example.example,IOC-EMAIL-163,10.2.125.58,203.0.113.179
evt-email_addresses-000289,2026-06-10T16:58:02+00:00,ENG-LAB-037,user008,python.exe,Email Address,it-support+973@example.invalid,IOC-EMAIL-946,10.0.142.90,198.51.100.155
evt-email_addresses-000290,2026-06-10T18:22:15+00:00,ENG-LAB-043,user074,chrome.exe,Email Address,admin@university.example,IOC-EMAIL-903,10.3.194.70,203.0.113.202
evt-email_addresses-000291,2026-06-10T18:29:01+00:00,ENG-LAB-048,user083,svchost.exe,Email Address,it-support+383@example.invalid,IOC-EMAIL-485,10.1.109.17,198.51.100.65
evt-email_addresses-000292,2026-06-10T18:51:27+00:00,ENG-LAB-013,user035,powershell.exe,Email Address,billing+405@example.example,IOC-EMAIL-847,10.2.158.171,198.51.100.233
evt-email_addresses-000293,2026-06-10T18:58:51+00:00,ENG-LAB-006,user074,teams.exe,Email Address,helpdesk+case52@university.example,IOC-EMAIL-170,10.3.109.139,198.51.100.108
evt-email_addresses-000294,2026-06-10T20:23:54+00:00,ENG-LAB-020,user049,msedge.exe,Email Address,noreply@example.example,IOC-EMAIL-840,10.2.238.114,203.0.113.115
evt-email_addresses-000295,2026-06-10T21:19:07+00:00,ENG-LAB-057,user013,winword.exe,Email Address,soc+case12@lab.invalid,IOC-EMAIL-184,10.1.125.42,198.51.100.14
evt-email_addresses-000296,2026-06-10T22:10:51+00:00,ENG-LAB-010,user023,msedge.exe,Email Address,admin@example.invalid,IOC-EMAIL-287,10.0.47.56,203.0.113.157
evt-email_addresses-000297,2026-06-10T22:37:39+00:00,ENG-LAB-045,user016,winword.exe,Email Address,billing@university.example,IOC-EMAIL-970,10.0.120.104,198.51.100.103
evt-email_addresses-000298,2026-06-10T22:41:17+00:00,ENG-LAB-029,user006,python.exe,Email Address,helpdesk@example.invalid,IOC-EMAIL-220,10.1.159.103,198.51.100.40
evt-email_addresses-000299,2026-06-10T23:34:24+00:00,ENG-LAB-055,user034,msedge.exe,Email Address,soc+727@example.invalid,IOC-EMAIL-722,10.2.52.24,203.0.113.14
evt-email_addresses-000300,2026-06-11T01:41:20+00:00,ENG-LAB-028,user073,teams.exe,Email Address,helpdesk+ticket44@example.invalid,IOC-EMAIL-171,10.2.122.15,198.51.100.29
evt-email_addresses-000301,2026-06-11T02:02:41+00:00,ENG-LAB-048,user046,python.exe,Email Address,alerts+demo74@lab.invalid,IOC-EMAIL-849,10.3.61.64,203.0.113.110
